"Plot Title:  10799588"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10799588, SEN S/N: 10799588)","RH, % (LGR S/N: 10799588, SEN S/N: 10799588)","Coupler Detached (LGR S/N: 10799588)","End Of File (LGR S/N: 10799588)"
170,11/29/17 01:13:16 AM,20.770,41.904,,
171,11/29/17 01:14:16 AM,20.770,41.936,,
172,11/29/17 01:15:16 AM,20.770,41.904,,
173,11/29/17 01:16:16 AM,20.746,41.901,,
174,11/29/17 01:17:16 AM,20.746,41.901,,
175,11/29/17 01:18:16 AM,20.746,41.869,,
176,11/29/17 01:19:16 AM,20.746,41.869,,
177,11/29/17 01:20:16 AM,20.746,41.837,,
178,11/29/17 01:21:16 AM,20.746,41.837,,
179,11/29/17 01:22:16 AM,20.722,41.770,,
180,11/29/17 01:23:16 AM,20.722,41.770,,
181,11/29/17 01:24:16 AM,20.722,41.737,,
182,11/29/17 01:25:16 AM,20.698,41.735,,
183,11/29/17 01:26:16 AM,20.698,41.702,,
184,11/29/17 01:27:16 AM,20.698,41.702,,
185,11/29/17 01:28:16 AM,20.698,41.638,,
186,11/29/17 01:29:16 AM,20.674,41.635,,
187,11/29/17 01:30:16 AM,20.674,41.635,,
188,11/29/17 01:31:16 AM,20.674,41.635,,
189,11/29/17 01:32:16 AM,20.650,41.633,,
190,11/29/17 01:33:16 AM,20.650,41.665,,
191,11/29/17 01:34:16 AM,20.650,41.665,,
192,11/29/17 01:35:16 AM,20.650,41.633,,
193,11/29/17 01:36:16 AM,20.627,41.662,,
194,11/29/17 01:37:16 AM,20.627,41.694,,
195,11/29/17 01:38:16 AM,20.627,41.662,,
196,11/29/17 01:39:16 AM,20.603,41.692,,
197,11/29/17 01:40:16 AM,20.603,41.660,,
198,11/29/17 01:41:16 AM,20.603,41.692,,
199,11/29/17 01:42:16 AM,20.603,41.692,,
200,11/29/17 01:43:16 AM,20.603,41.692,,
201,11/29/17 01:44:16 AM,20.579,41.689,,
202,11/29/17 01:45:16 AM,20.579,41.689,,
203,11/29/17 01:46:16 AM,20.579,41.689,,
204,11/29/17 01:47:16 AM,20.555,41.686,,
205,11/29/17 01:48:16 AM,20.555,41.686,,
206,11/29/17 01:49:16 AM,20.555,41.686,,
207,11/29/17 01:50:16 AM,20.555,41.686,,
208,11/29/17 01:51:16 AM,20.555,41.686,,
209,11/29/17 01:52:16 AM,20.531,41.684,,
210,11/29/17 01:53:16 AM,20.531,41.684,,
211,11/29/17 01:54:16 AM,20.507,41.681,,
212,11/29/17 01:55:16 AM,20.507,41.681,,
213,11/29/17 01:56:16 AM,20.507,41.681,,
214,11/29/17 01:57:16 AM,20.507,41.649,,
215,11/29/17 01:58:16 AM,20.507,41.649,,
216,11/29/17 01:59:16 AM,20.484,41.678,,
217,11/29/17 02:00:16 AM,20.484,41.646,,
218,11/29/17 02:01:16 AM,20.484,41.646,,
219,11/29/17 02:02:16 AM,20.460,41.611,,
220,11/29/17 02:03:16 AM,20.460,41.611,,
221,11/29/17 02:04:16 AM,20.460,41.611,,
222,11/29/17 02:05:16 AM,20.460,41.611,,
223,11/29/17 02:06:16 AM,20.436,41.609,,
224,11/29/17 02:07:16 AM,20.436,41.609,,
225,11/29/17 02:08:16 AM,20.436,41.609,,
226,11/29/17 02:09:16 AM,20.412,41.606,,
227,11/29/17 02:10:16 AM,20.412,41.606,,
228,11/29/17 02:11:16 AM,20.412,41.574,,
229,11/29/17 02:12:16 AM,20.412,41.606,,
230,11/29/17 02:13:16 AM,20.412,41.606,,
231,11/29/17 02:14:16 AM,20.388,41.571,,
232,11/29/17 02:15:16 AM,20.388,41.603,,
233,11/29/17 02:16:16 AM,20.365,41.568,,
234,11/29/17 02:17:16 AM,20.365,41.536,,
235,11/29/17 02:18:16 AM,20.365,41.536,,
236,11/29/17 02:19:16 AM,20.365,41.504,,
237,11/29/17 02:20:16 AM,20.365,41.472,,
238,11/29/17 02:21:16 AM,20.341,41.469,,
239,11/29/17 02:22:16 AM,20.341,41.437,,
240,11/29/17 02:23:16 AM,20.317,41.402,,
241,11/29/17 02:24:16 AM,20.317,41.402,,
242,11/29/17 02:25:16 AM,20.317,41.402,,
243,11/29/17 02:26:16 AM,20.317,41.369,,
244,11/29/17 02:27:16 AM,20.293,41.334,,
245,11/29/17 02:28:16 AM,20.293,41.334,,
246,11/29/17 02:29:16 AM,20.293,41.334,,
247,11/29/17 02:30:16 AM,20.269,41.332,,
248,11/29/17 02:31:16 AM,20.269,41.332,,
249,11/29/17 02:32:16 AM,20.269,41.364,,
250,11/29/17 02:33:16 AM,20.269,41.364,,
251,11/29/17 02:34:16 AM,20.246,41.329,,
252,11/29/17 02:35:16 AM,20.246,41.361,,
253,11/29/17 02:36:16 AM,20.222,41.359,,
254,11/29/17 02:37:16 AM,20.222,41.326,,
255,11/29/17 02:38:16 AM,20.222,41.359,,
256,11/29/17 02:39:16 AM,20.222,41.391,,
257,11/29/17 02:40:16 AM,20.198,41.356,,
258,11/29/17 02:41:16 AM,20.198,41.388,,
259,11/29/17 02:42:16 AM,20.198,41.356,,
260,11/29/17 02:43:16 AM,20.174,41.353,,
261,11/29/17 02:44:16 AM,20.174,41.321,,
262,11/29/17 02:45:16 AM,20.174,41.386,,
263,11/29/17 02:46:16 AM,20.174,41.321,,
264,11/29/17 02:47:16 AM,20.150,41.351,,
265,11/29/17 02:48:16 AM,20.150,41.351,,
266,11/29/17 02:49:16 AM,20.150,41.351,,
267,11/29/17 02:50:16 AM,20.126,41.348,,
268,11/29/17 02:51:16 AM,20.126,41.348,,
269,11/29/17 02:52:16 AM,20.126,41.348,,
270,11/29/17 02:53:16 AM,20.126,41.348,,
271,11/29/17 02:54:16 AM,20.103,41.345,,
272,11/29/17 02:55:16 AM,20.103,41.345,,
273,11/29/17 02:56:16 AM,20.103,41.313,,
274,11/29/17 02:57:16 AM,20.079,41.311,,
275,11/29/17 02:58:16 AM,20.079,41.311,,
276,11/29/17 02:59:16 AM,20.079,41.343,,
277,11/29/17 03:00:16 AM,20.079,41.343,,
278,11/29/17 03:01:16 AM,20.055,41.340,,
279,11/29/17 03:02:16 AM,20.055,41.308,,
280,11/29/17 03:03:16 AM,20.055,41.340,,
281,11/29/17 03:04:16 AM,20.031,41.338,,
282,11/29/17 03:05:16 AM,20.031,41.338,,
283,11/29/17 03:06:16 AM,20.031,41.338,,
284,11/29/17 03:07:16 AM,20.031,41.305,,
285,11/29/17 03:08:16 AM,20.007,41.303,,
286,11/29/17 03:09:16 AM,20.007,41.303,,
287,11/29/17 03:10:16 AM,20.007,41.303,,
288,11/29/17 03:11:16 AM,19.984,41.300,,
289,11/29/17 03:12:16 AM,19.984,41.300,,
290,11/29/17 03:13:16 AM,19.984,41.300,,
291,11/29/17 03:14:16 AM,19.984,41.300,,
292,11/29/17 03:15:16 AM,19.960,41.297,,
293,11/29/17 03:16:16 AM,19.960,41.265,,
294,11/29/17 03:17:16 AM,19.960,41.265,,
295,11/29/17 03:18:16 AM,19.936,41.230,,
296,11/29/17 03:19:16 AM,19.936,41.230,,
297,11/29/17 03:20:16 AM,19.936,41.230,,
298,11/29/17 03:21:16 AM,19.912,41.228,,
299,11/29/17 03:22:16 AM,19.912,41.195,,
300,11/29/17 03:23:16 AM,19.912,41.163,,
301,11/29/17 03:24:16 AM,19.888,41.160,,
302,11/29/17 03:25:16 AM,19.888,41.160,,
303,11/29/17 03:26:16 AM,19.888,41.128,,
304,11/29/17 03:27:16 AM,19.888,41.128,,
305,11/29/17 03:28:16 AM,19.865,41.093,,
306,11/29/17 03:29:16 AM,19.865,41.093,,
307,11/29/17 03:30:16 AM,19.841,41.091,,
308,11/29/17 03:31:16 AM,19.841,41.091,,
309,11/29/17 03:32:16 AM,19.841,41.091,,
310,11/29/17 03:33:16 AM,19.841,41.091,,
311,11/29/17 03:34:16 AM,19.841,41.123,,
312,11/29/17 03:35:16 AM,19.817,41.152,,
313,11/29/17 03:36:16 AM,19.817,41.120,,
314,11/29/17 03:37:16 AM,19.793,41.150,,
315,11/29/17 03:38:16 AM,19.793,41.150,,
316,11/29/17 03:39:16 AM,19.793,41.150,,
317,11/29/17 03:40:16 AM,19.793,41.150,,
318,11/29/17 03:41:16 AM,19.793,41.150,,
319,11/29/17 03:42:16 AM,19.770,41.147,,
320,11/29/17 03:43:16 AM,19.770,41.147,,
321,11/29/17 03:44:16 AM,19.746,41.145,,
322,11/29/17 03:45:16 AM,19.746,41.145,,
323,11/29/17 03:46:16 AM,19.746,41.145,,
324,11/29/17 03:47:16 AM,19.746,41.145,,
325,11/29/17 03:48:16 AM,19.722,41.142,,
326,11/29/17 03:49:16 AM,19.722,41.142,,
327,11/29/17 03:50:16 AM,19.722,41.174,,
328,11/29/17 03:51:16 AM,19.698,41.171,,
329,11/29/17 03:52:16 AM,19.698,41.171,,
330,11/29/17 03:53:16 AM,19.698,41.139,,
331,11/29/17 03:54:16 AM,19.698,41.139,,
332,11/29/17 03:55:16 AM,19.674,41.169,,
333,11/29/17 03:56:16 AM,19.674,41.137,,
